RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity,SalesOrderID,SalesOrderDate,SalesOrderStatus,SalesAmount
New George,Palestinian Territory,New Hampshire,New Angelaborough,19918,"315 Mccormick Rue
Juliefort, IN 73508","Fowler, Ballard and Wells",Angela Madden,samanthaperez@gmail.com,(984)311-2891x0744,2022-08-12,Research scientist (maths),Furniture,Smartphone,Air buy keep task industry style involve.,225.56,390.55,1013.13,Joshua Garcia,"8072 Olson Parks Apt. 369
Davisfort, NV 43172",17363.97,sullivanraymond@gmail.com,495-615-3516,Delivered,2023-03-03,1,1063.14,81,117440ce-640d-4650-9b28-5d01322dd836,2024-03-24,Pending,1063.14
Port Jeffreyton,Sierra Leone,Arizona,East Lindatown,17392,"476 Eric River Suite 621
Jameschester, SC 48569",Ritter-Nguyen,Rachel Jackson,ele@gmail.com,001-562-657-7249,2022-02-22,"Biochemist, clinical",Electronics,Action Figure,Production also maybe clearly dog point.,730.23,321.61,191.49,Colin Sanchez,"570 Webb River Suite 103
Gonzalezview, ND 16775",6296.62,masonrobert@ayers-arellano.biz,(286)569-4129,Cancelled,2024-02-19,12,406.26,49,8a41ee9f-8c30-4482-a3ad-2e80363a4097,2023-01-25,Completed,4875.12
Simmonsbury,British Virgin Islands,Ohio,New Stefanieborough,86130,"167 Douglas Harbors
Lake Lisastad, ND 93192",Potter-Roberts,April Sims,mason80@hotmail.com,(049)272-1946x7871,2024-06-15,Radio broadcast assistant,Clothing,Tablet,Condition fly hair very on. Sense try technology.,761.78,478.39,1010.16,Elizabeth Norman,"019 Compton Gateway Apt. 697
East Michaelfort, ME 69809",1720.37,sethdixon@yahoo.com,(029)699-7461,Delivered,2023-06-07,9,233.54,17,ab0a2784-9dee-48ba-b7bf-2c7f1b2ab11e,2023-07-01,Completed,2101.86
West Emilyhaven,Sri Lanka,Iowa,Charlesfort,16648,"53523 Nelson Turnpike
Port Stephenfurt, AK 54860",Moss Inc,Shannon Graham,ievans@harrison.com,(726)936-8599x962,2020-08-12,Diplomatic Services operational officer,Electronics,Laptop,Tough dog race drug right movement.,844.02,130.38,596.81,Rachel Jones,"606 Brent Creek Suite 774
Anthonytown, NE 16593",12779.4,terrirodriguez@whitaker.org,170-100-6194x18875,Shipped,2024-04-06,1,1471.59,48,0311cc04-6a9b-4638-aea3-91707c25e767,2023-07-01,Returned,1471.59
Lambberg,Ethiopia,New Hampshire,Annashire,07589,"29585 Kenneth Roads
New Jillmouth, DE 79301",Fisher PLC,Lori Lopez,nburgess@gmail.com,817-353-3388x61762,2020-02-28,Materials engineer,Electronics,Air Conditioner,Hear believe already someone.,183.54,260.02,1238.57,Kevin Richardson,"PSC 6854, Box 0711
APO AP 98294",17908.63,njohnson@gmail.com,602.755.6622x163,Cancelled,2022-12-02,17,331.93,13,4a27da0b-384d-4747-82eb-a4be033c1005,2024-06-14,Completed,5642.81
Lake Bryan,Morocco,Minnesota,West Michaelshire,57117,"7552 John Trail
Stevenshire, MT 36597","Walker, Holland and Rogers",Randy Park,johnsonjeremy@gmail.com,552-588-4690x3265,2023-06-17,Private music teacher,Furniture,Puzzle,Glass compare grow picture enjoy.,545.24,351.26,773.54,Nicole Jones,"USNV Norman
FPO AA 58911",19825.02,martinchristina@gmail.com,+1-646-993-8576x181,Delivered,2024-04-03,17,1456.33,81,bdbb3dc9-04c3-4394-899b-46d9037f2e43,2024-04-11,Returned,24757.61
Booneview,French Southern Territories,Maryland,Phamhaven,10239,"749 Leon Branch
North Tonyport, ID 31350",Mendez Inc,Jacqueline Adkins,josephsparks@yahoo.com,948.645.6331x6974,2021-01-31,"Journalist, broadcasting",Furniture,Jeans,Cup measure talk standard to.,438.22,264.79,56.07,Amber Baker,"175 Miller Fords
Larryborough, TX 11973",16208.01,grant57@hotmail.com,+1-370-984-0626,Shipped,2023-02-20,12,1131.88,92,aceaf2f2-36d0-48e5-b395-8adeb5d33b80,2023-02-17,Returned,13582.560000000001
South Kaylahaven,New Zealand,New Hampshire,Andrewtown,77808,"58613 Matthew Heights
Port Ashleystad, NC 84486",Martinez-Carlson,Brenda Olsen,orobinson@stephens-mclaughlin.com,028.484.3790x10170,2022-10-14,Company secretary,Clothing,Jacket,Act two analysis region.,17.4,253.27,1227.22,Lindsay Bennett MD,"33071 Michael Skyway
West Glenda, NV 38372",8944.21,ajones@yahoo.com,376-519-1105x82987,Processing,2023-06-21,12,109.1,61,d83ce161-d8d9-475c-a129-5a27348e157a,2023-09-07,Pending,1309.1999999999998
Lake Annettefort,Niger,Texas,Johnsontown,38693,"356 Barbara Drives Apt. 538
East Leahview, KY 45168",White-Anderson,Michael Barrera,lhuerta@hotmail.com,561.340.0568x001,2021-12-27,"Therapist, speech and language",Furniture,Chair,Research case can face tend race around.,424.8,290.68,716.72,Nina Adkins,"USCGC Gonzalez
FPO AA 79084",12911.77,gramos@gmail.com,(258)699-6356,Shipped,2023-05-04,9,360.27,59,2141f6bb-eb29-4950-a976-d4b6d35b8723,2022-08-01,Returned,3242.43
Teresafurt,Mozambique,Minnesota,West Kelsey,28385,"4673 Jennifer Loaf Apt. 286
Port Veronica, ME 24436","Beck, Harris and Mcdowell",Amber Moore,zsmith@gmail.com,461-976-1242,2024-02-15,Printmaker,Toys,Chair,Write thank level finally.,432.14,298.91,1366.03,Nicholas Davis,"074 Charles Wells
Holtland, MT 14031",4005.66,mmoore@fletcher-smith.biz,001-695-464-2669,Processing,2022-09-06,14,27.24,17,dfeb61b9-6f19-47fc-916b-a95851ff15f1,2024-05-04,Completed,381.35999999999996
Smithfort,Niue,New Hampshire,Port Christopher,07180,"0599 Jessica Road
Turnerport, AK 62534",Nelson PLC,Kimberly Levine,ayalacynthia@yahoo.com,001-456-451-1137x325,2023-07-11,"Accountant, chartered",Electronics,Puzzle,Effect girl hair property court account.,334.11,71.66,343.44,Diana Caldwell,"08127 Frye Plain Suite 754
South Stephanieside, OH 55432",7844.14,emily00@gmail.com,644-668-1644,Cancelled,2023-07-27,9,1268.27,75,62e11023-11ff-4e32-807d-252ac21a281a,2024-06-23,Returned,11414.43
New Allison,Albania,Montana,Joemouth,43184,"632 Mccoy Heights Apt. 533
East Karen, OR 86814",Morrow PLC,Christine Hart,travis54@gmail.com,5536333200,2020-12-17,Secondary school teacher,Appliances,Jeans,What reflect begin first season.,506.58,254.61,641.37,Cindy Martinez,"2225 Bradley Stream Suite 047
South Patricia, MT 02515",8693.3,rodriguezkristen@hotmail.com,001-644-320-5647x416,Delivered,2023-10-12,12,522.33,35,3f77f1a8-7ef5-4123-a9ff-c6347d023a57,2023-05-09,Returned,6267.960000000001
Angelaton,Djibouti,Mississippi,Timothyville,55677,"62119 Leon Key Suite 989
Gregorybury, SD 77050","Goodwin, May and Carter",Bob Hunt,holmesdebra@lane.biz,351-675-3035x776,2024-06-24,Fish farm manager,Clothing,Tablet,Believe yourself usually alone production.,706.47,193.43,1221.21,Frank Davis,"9406 Alvin Junction Apt. 910
Deniseburgh, MT 86908",1307.45,ogomez@gmail.com,(845)248-5830x11204,Shipped,2024-02-08,18,345.59,21,5fbd6872-715a-4e85-aa55-a8237effa689,2022-09-15,Completed,6220.62
East Jason,South Georgia and the South Sandwich Islands,Ohio,Wellsmouth,47998,"29870 Moore Meadow
West Gregoryburgh, IL 84912",Moore-Roberts,Andrew Roberts,reynoldsjames@hotmail.com,001-006-555-8909x95771,2022-11-15,Commercial horticulturist,Electronics,Refrigerator,Claim yeah record reduce water small.,661.47,465.95,64.86,Christopher Pitts,"346 Cameron Mountains
Joshuamouth, TN 60559",15270.9,pmoore@yahoo.com,+1-721-750-7457x8777,Shipped,2024-05-10,5,573.79,52,1890c716-d88d-41fc-b968-8cc5771b4240,2023-09-08,Pending,2868.95
Christopherborough,United States of America,North Carolina,Anthonyport,63813,"901 Ortiz Run
Adamland, NH 38493","Bennett, Lewis and Mckee",Robert Lynch,justin68@hotmail.com,(697)377-0620,2021-03-31,Recycling officer,Electronics,Tablet,Food policy up. Pick east already energy which.,550.16,343.67,23.76,Karen Gallagher,"07933 Caldwell Ports Apt. 524
Francoland, ME 12159",5578.62,mackenzie20@hotmail.com,+1-400-513-3860x07864,Delivered,2022-12-25,18,1345.99,24,d4acc56f-356a-4c96-85c1-f20e4b3c39f8,2022-10-03,Pending,24227.82
North Ryan,Western Sahara,Massachusetts,Mooreberg,44338,"36446 Barnes Ferry
Port Jamie, NJ 95109",Moore and Sons,Hailey Reynolds,smithsteven@franklin-miller.com,112.026.4613x31851,2021-08-26,Software engineer,Toys,Bed,Support cultural effect girl.,157.44,139.1,1455.45,Dan Hernandez,"USCGC Mccarthy
FPO AE 26608",996.34,sclements@garcia-baker.info,+1-198-365-9720,Cancelled,2022-07-16,2,216.44,21,7c107da9-da65-4d0f-b341-63f1488405b1,2022-11-20,Completed,432.88
Briannaport,Puerto Rico,Hawaii,Lake Crystalbury,19161,"0437 Rachel Trace Suite 498
South Tonya, NM 84399","Carpenter, Green and Dyer",William Rasmussen,benjaminthomas@gmail.com,333-904-6445,2023-12-26,Financial planner,Appliances,Board Game,Finish factor forward account.,434.93,235.23,1176.79,Steven Newman,"7086 Green Square Suite 487
Lake Robertland, NV 12624",19587.68,qnichols@molina.net,001-469-961-1861x169,Cancelled,2023-07-08,11,141.0,22,80ff15d5-0136-4bb7-8e13-3d85718d7c59,2022-11-22,Returned,1551.0
Christopherland,New Caledonia,Wyoming,Richardville,53004,"8445 Eric Brooks
North Christopher, IN 72141",Cruz and Sons,Robert Miller,phernandez@rodriguez.org,(701)294-3521,2020-06-06,Private music teacher,Toys,Shirt,Final after let network power every over.,315.43,129.04,1208.42,Sarah Ruiz,"7992 Armstrong Island
West Laura, CA 09721",7617.43,westgrace@hotmail.com,233-138-8474x695,Processing,2023-07-05,19,748.95,74,779de7aa-ed61-478c-94ea-c1e469ff86ad,2022-12-27,Returned,14230.050000000001
Graymouth,Paraguay,Hawaii,Kleinstad,27656,"158 Dean Crest
East John, AK 50440","Farmer, Fowler and Vargas",Seth Hughes,holtwendy@garza.biz,001-025-985-6013x088,2020-03-28,Occupational psychologist,Clothing,Smartphone,Century discuss ahead center lawyer idea.,76.69,468.64,1304.48,Michael Moore,"86394 Cobb Point
Cunninghamborough, OR 16954",7444.78,olowe@carpenter.info,611-013-0922x467,Shipped,2023-02-27,19,632.7,38,c467dbf3-d5be-4372-8fa8-7cd3618f314b,2022-08-15,Pending,12021.300000000001
Port James,Burkina Faso,Florida,Kathryntown,38178,"PSC 3812, Box 8786
APO AA 43558",Harris Ltd,Jeanne Smith,robertselizabeth@hicks.com,001-014-844-8265,2024-06-03,Special educational needs teacher,Appliances,Bed,Hear bit property lay fish establish foot.,396.25,447.39,849.6,Jenny Allen,"5145 Adriana Spring Suite 917
Millerbury, ND 53843",4620.87,jennifercarter@hotmail.com,666.539.6957x274,Shipped,2024-01-26,18,725.66,43,6d774785-ed9e-47d9-9cb0-b685b3700458,2023-03-29,Completed,13061.88
Dawnburgh,Bermuda,Tennessee,Coreyton,53274,"3671 Susan Passage Suite 236
Lake Lauraborough, PA 77156",Price-Ellis,Steven Stein,moonchristopher@gomez.com,184-572-4913,2023-10-08,Product/process development scientist,Clothing,Chair,Above air respond build statement.,284.63,90.94,1087.65,Brian Henry,"43927 Michelle Lodge Suite 582
Gwendolynstad, FL 51930",2139.38,adamscourtney@gmail.com,221.061.2380x783,Shipped,2023-07-08,2,1007.71,89,3cb050cd-9b3b-4b89-ada8-19645b4f8541,2024-03-20,Returned,2015.42
East Kennethborough,Faroe Islands,Washington,Codymouth,95890,"USCGC Smith
FPO AE 15805","Schneider, Martinez and Ortiz",Timothy Hart,meganwong@yahoo.com,+1-072-644-0011x04428,2021-03-17,Chief of Staff,Clothing,Blender,Election same character explain.,104.23,324.44,676.74,Jeffrey Campbell,"1051 Jesse Meadow Apt. 827
Christopherfurt, ME 25228",4666.62,ewilson@hickman-hernandez.net,+1-643-727-2787,Shipped,2023-02-27,1,407.48,54,d7295f45-f8d6-482e-a993-a611d6a7fe82,2023-08-19,Returned,407.48
North Aaron,Malta,Florida,Lake Ryan,44271,"647 Walsh Estates Suite 817
Jeffreychester, IN 18866","Thompson, Zamora and Lang",Jeremy Singleton,coreyowens@hotmail.com,4803868890,2020-04-24,Recruitment consultant,Electronics,Shirt,Difficult fine human either major turn.,801.49,240.36,668.3,Daniel Hall,"944 Sandoval Via Apt. 964
West Brent, NE 30718",9826.64,gutierrezrenee@christensen.org,125-944-8276x63889,Processing,2023-12-07,15,548.91,19,27d39114-a115-42fa-ad77-c6605bfeb7a0,2024-01-26,Completed,8233.65
Johnfort,Mongolia,Ohio,New Lynnburgh,45437,"602 Gutierrez Trace
New Jessica, AZ 20857",Burke Ltd,Elijah Huber,georgeharris@gmail.com,(887)410-4715x6277,2022-09-17,Clinical biochemist,Furniture,Headphones,Actually support safe which week.,143.38,311.93,974.61,Jason Rogers,"7748 Amy Place Apt. 842
South Christy, CO 93446",5151.63,andrew35@hotmail.com,(828)986-8837x0407,Cancelled,2023-07-28,12,951.43,83,3c2e662c-c62d-4867-8de8-dbea3fc1f331,2022-11-30,Returned,11417.16
Sabrinaland,Saint Martin,Massachusetts,Garciatown,66259,"18049 Benjamin Rest Suite 379
Myersport, AK 45324","Santos, Thomas and Grimes",Nancy Garcia,ilandry@romero.com,001-391-144-7142x459,2020-02-21,"Engineer, technical sales",Appliances,Smartwatch,Stay group manager environment action.,891.78,316.68,609.03,Mike Walker,"62226 Kimberly Ridge Suite 174
Anthonybury, MD 31521",13393.05,vaughnmonica@williams.biz,(540)375-4903,Processing,2024-07-02,10,198.75,32,e61e96df-7cc9-4d26-a6c2-544ea61418d7,2023-04-12,Returned,1987.5
North Jasmineshire,Botswana,Montana,Jasonhaven,77268,"1618 Steven Via Apt. 497
Thompsonview, AR 14294","Hanson, Flores and Hall",Theresa Bradley,melanieflores@yahoo.com,+1-683-311-7457x95864,2020-05-10,"Programmer, systems",Appliances,Headphones,Benefit billion treatment board shake.,586.39,202.85,924.61,Joshua Harrison,"266 Stephens Radial
Reidview, ID 13914",18727.35,hsmith@harris.com,640-430-1022,Cancelled,2022-09-25,9,743.91,59,67966082-4f37-4529-88c5-32e92ea5c8c5,2023-09-15,Pending,6695.19
Klineville,Liberia,Wisconsin,New Pamela,03103,"24417 Werner Bypass
South Andreaview, WV 17155",Johnson Inc,Stacy Byrd,xbautista@schmitt.com,+1-703-248-8980x4819,2020-04-01,"Pharmacist, hospital",Toys,Puzzle,Against buy outside never sister wear.,402.81,147.91,541.99,Mrs. Mary Newton,"438 Shelley Trail Suite 137
Mercadoshire, UT 54944",12814.11,milescrystal@yahoo.com,9424446085,Cancelled,2023-12-02,12,1124.91,12,27f026c5-802c-4c6e-8045-621a27f425c5,2023-11-14,Pending,13498.920000000002
West Edward,India,Mississippi,New Teresa,84465,"728 Eric Rest Suite 630
Port Stefanieshire, MD 21534",Shaffer-Reyes,Dawn Jones,edwardskelly@deleon.com,(418)396-7125x37604,2021-01-11,"Accountant, chartered public finance",Furniture,Smartphone,Business approach myself rather head.,466.65,483.55,1228.6,Caitlin Vargas,"537 Eric Ville Suite 728
East Royberg, MO 51435",7567.82,stephaniecraig@yahoo.com,+1-643-896-1600,Delivered,2024-04-16,4,1337.15,61,202a49a4-2f09-4274-9b9a-a8d7f7952826,2023-07-14,Returned,5348.6
Harrisfurt,Eritrea,Minnesota,Galvanview,49659,"129 Michele Knoll Apt. 254
North Melissa, OH 60907",Castro Inc,Anthony Wilson,donna81@johnson.com,(064)578-7673x859,2022-01-20,Financial adviser,Clothing,Cabinet,Grow page outside place someone.,616.36,246.22,84.12,Eric Anderson MD,"5460 Barnes Wells
Lake Katherinemouth, IA 88449",14965.93,larry35@hotmail.com,(428)557-4022,Cancelled,2022-10-03,2,1201.75,19,4686674f-257e-4ad4-a653-f0a30cb226f7,2024-04-12,Returned,2403.5
West Marcoshire,Andorra,Idaho,North Kathleen,93028,"PSC 3935, Box 8076
APO AE 86608",Mullins-Wilson,Larry Mays,lanejacob@mcfarland.info,055.080.2981x406,2022-01-13,Astronomer,Electronics,Action Figure,Peace college term attack hour to wall.,285.0,472.6,81.51,Ashley Tanner,"97517 James Stravenue
South Markshire, IL 62121",13611.3,joshua97@gmail.com,001-836-029-1469x55791,Cancelled,2022-07-29,4,925.41,79,a1f16852-0855-4610-8e5b-b6fd2d518181,2024-01-25,Completed,3701.64
West Brandonborough,Greenland,Vermont,North Randy,87627,"69336 Martinez Locks Suite 727
Samanthachester, RI 40318",Schmidt LLC,Christopher Benton,rgarcia@munoz-medina.com,001-956-066-6257x39469,2022-04-28,Chartered accountant,Toys,Puzzle,Degree smile tell trial necessary material.,324.08,179.54,584.38,Eric Wells,"70862 Lyons Garden
New Ianhaven, AL 85708",726.48,james68@yahoo.com,260.615.9077,Shipped,2023-03-08,1,591.35,44,c7ef2ae0-938c-40b3-a53f-d882a0d7e032,2022-11-30,Returned,591.35
East Michael,Norway,Tennessee,Port Danielfurt,98955,"452 Amy Estate Suite 884
Alexisbury, MD 77792",Robinson-Johnson,Aaron Blake,vcarney@harmon.com,721.118.5943,2022-09-23,"Engineer, chemical",Clothing,Cabinet,Event little pick movement and rule create.,286.99,360.37,561.25,Katherine Brown,"34962 Melanie Well
Caitlinville, UT 14988",17548.21,tochoa@hotmail.com,988-328-8801,Delivered,2023-06-07,1,1124.93,62,1b71d775-0663-4c30-be4c-4697dc5853d0,2024-03-08,Returned,1124.93
West Sheilaberg,Guadeloupe,Arkansas,Seanberg,13743,"11983 Aimee Ferry Apt. 090
West Amandaborough, SC 51701",Richard-Romero,James Guzman,elizabeth21@gmail.com,109.581.2046x2330,2020-06-28,"Scientist, research (physical sciences)",Electronics,Tablet,Ask agency throw son question woman surface.,268.05,398.33,337.37,Richard Rios,"30195 Johnson Isle
Amandafurt, SC 22322",736.47,iansanders@gmail.com,+1-713-921-3741,Processing,2024-01-13,10,493.68,33,8bc2680e-ff91-4de5-934f-a47f9ff4bc6b,2023-04-22,Completed,4936.8
Hillshire,Paraguay,Wisconsin,Jennifershire,17103,"421 Belinda Harbor Suite 827
South David, HI 57428","Mckenzie, Roberts and Townsend",Gregory Morales,paigedavis@yahoo.com,001-688-944-5131x032,2022-12-25,"Engineer, maintenance (IT)",Clothing,Doll,Long decide direction discussion people.,750.09,145.47,921.8,Rhonda Escobar,"2966 Bond Via
North Maureenbury, ME 77817",12034.42,anthony45@collins.net,(472)387-0090x3968,Cancelled,2023-04-19,16,1390.74,75,bc4bdffc-d989-497e-a45f-b3a15c75a0b4,2023-06-21,Returned,22251.84
Port Amanda,Dominican Republic,Alabama,Curtistown,52347,"027 Amber Alley Apt. 061
Piercestad, UT 95120",Leonard Group,Kyle Mckinney,linda56@lopez.com,907-438-6925x886,2023-07-30,Location manager,Clothing,Bed,World nor ability billion hot.,375.22,417.75,1258.94,Donald Lambert,"462 Frank Extensions
Smithmouth, MS 95846",13476.17,robert00@rios.com,817-814-5951x76905,Processing,2022-09-08,1,1275.65,11,61802b39-5da4-479a-9ebf-1b9fb571a41f,2023-07-06,Pending,1275.65
South Dennisborough,Guatemala,Texas,South Lauren,30896,"40245 Scott Corners Suite 140
Josephborough, LA 38192","White, Anderson and Davis",Kathryn Estrada,sturner@gmail.com,001-146-465-5573x36717,2020-06-28,Maintenance engineer,Furniture,Doll,Evening mission society unit stop without.,419.65,351.03,990.1,Christina Mccarty,"84396 Luna Trace Suite 339
East Cherylhaven, MO 04511",6564.44,pjohnston@yahoo.com,407-863-7839,Delivered,2023-07-25,8,1129.21,67,182890e9-0420-4de1-bbbe-ba33090948ac,2023-03-19,Pending,9033.68
Jacksonhaven,Bangladesh,Alabama,Karenview,65912,"789 Brian Lodge
Lake Michael, VT 02930",Lowe-Rios,Kathleen Tran,bob80@gmail.com,001-078-821-3204x23643,2021-05-26,Magazine features editor,Electronics,Dress,Draw toward see at.,750.29,366.5,1149.94,Kimberly Miller,"358 Huffman Forest Suite 807
Lake Robertberg, VT 49602",14416.55,lmiller@hotmail.com,582.848.5698x2404,Cancelled,2023-02-27,7,931.39,17,0e01b878-8eab-47cc-83c2-a5bc51100b92,2022-10-31,Completed,6519.73
Munoztown,Brunei Darussalam,Vermont,Lisahaven,61600,"97435 Ruiz Isle
Port Emily, IL 49153",Robertson-Young,Kenneth Griffin,danielsraymond@gmail.com,363.298.6719x24791,2019-10-05,Media planner,Toys,Jeans,Brother look group call.,141.5,477.04,1265.24,Sara Silva,"755 Baker Curve
South Christopherborough, TX 88721",8648.78,mitchelltracy@west.com,126.749.4356,Delivered,2023-12-02,2,1181.1,21,5f967a46-09c1-4d43-ad24-9f176406451d,2023-03-14,Returned,2362.2
North Melissa,Bulgaria,Kentucky,West Gregoryfort,27407,"85256 Marquez Manors Apt. 080
Petermouth, WY 28680","Jones, Bennett and Ellis",Donald Bauer,raymond03@young.com,497.947.5792,2024-01-26,Energy manager,Furniture,Bed,Establish truth inside method animal line.,859.12,356.28,1080.14,Jared Phillips,"10206 Riley Park Apt. 351
Erintown, AL 52739",11354.06,clarkdonna@hotmail.com,676-678-9403x308,Cancelled,2022-12-04,4,799.79,77,6c64473d-b095-4bad-80c1-fb2f5ff2d90d,2022-10-02,Completed,3199.16
East Evanshire,Mauritius,Alabama,East Brittanyfort,45824,"96028 Heather Avenue
Silvaberg, VA 08692","Higgins, White and Jones",Alejandra Lee,tjohnston@yahoo.com,6313245953,2019-09-06,Ambulance person,Appliances,Toaster,Resource class media.,712.55,412.66,288.4,Holly Robertson,"92408 Melinda Trail Apt. 122
South Larry, HI 59971",10344.29,emily48@gmail.com,+1-386-869-0288,Processing,2022-12-01,7,173.1,20,b5bd36f8-a76d-4901-9007-36e43d5c1891,2022-09-04,Returned,1211.7
East Jeffborough,Jamaica,Nebraska,East James,59108,"7980 Stokes Plain Suite 139
Bushhaven, WY 17347","Barton, Walker and Little",Anthony Castro,hollandclaudia@johnson-burke.com,(577)917-5253,2021-02-21,Magazine features editor,Electronics,Jeans,Return before really not course might suggest.,923.27,36.12,712.65,Theresa Meyer,"0878 Young Summit Apt. 610
East Vincenttown, UT 38645",6870.74,steven74@jimenez.com,164-580-3302x37648,Shipped,2023-09-01,2,690.15,40,812d64d3-665d-46f6-88b4-001cb8e7ae89,2023-11-14,Completed,1380.3
Thomasview,Venezuela,Nebraska,Gracechester,69493,"18261 Fisher Forks Apt. 620
Charlesstad, NH 98729","Rodriguez, Nelson and Collins",Whitney Guzman,zsmith@hernandez-williams.com,006.041.0011,2022-05-14,Financial trader,Electronics,Sofa,Different specific level many lose must growth.,630.67,124.13,1071.04,Jennifer Smith,"2997 Marcus Valleys
Port Anthonyport, IL 55338",5759.21,parkermichelle@gmail.com,(194)424-1409x394,Delivered,2024-05-05,3,1187.86,68,c09723d1-46c3-40c2-8592-64b2565821ff,2023-01-23,Completed,3563.58
